attendance_percent,avg_grade,assignments_submitted,previous_failures,disengaged,feedback_text
96,60.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,57.49999999999999,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,77.5,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
96,72.5,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
84,60.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,75.0,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
84,57.49999999999999,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
82,52.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,57.49999999999999,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,57.49999999999999,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,72.5,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
72,72.5,4.0,0,0,I attend most classes but still miss some sessions. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
100,60.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,57.49999999999999,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,42.5,3.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
76,50.0,6.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,40.0,5.0,2,1,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
96,50.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
92,67.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,55.00000000000001,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,87.5,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
100,70.0,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
100,70.0,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
100,67.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,87.5,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
96,52.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,62.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
92,72.5,7.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
96,57.49999999999999,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,55.00000000000001,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,52.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,47.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,75.0,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
88,72.5,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
84,52.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,47.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
88,67.5,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
84,60.0,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,62.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,70.0,10.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
100,70.0,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,60.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
88,80.0,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
64,55.00000000000001,4.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,57.49999999999999,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
92,75.0,7.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
92,72.5,7.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,67.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,57.49999999999999,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
80,67.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,70.0,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
68,52.5,1.0,1,1,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
88,57.49999999999999,3.0,1,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
100,52.5,8.0,2,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I had previous failures and confidence is low.
78,50.0,3.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
82,67.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,75.0,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
96,67.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,77.5,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
58,47.5,3.0,2,1,I miss classes often and struggle to keep up. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
84,65.0,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
90,47.5,3.0,1,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
80,85.0,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
90,77.5,7.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
74,67.5,2.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
80,45.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
80,77.5,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
90,45.0,3.0,1,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
92,57.49999999999999,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
78,52.5,1.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,60.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
88,50.0,3.0,1,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
92,50.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,82.5,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,35.0,2.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
90,52.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,52.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,50.0,6.0,1,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
100,30.0,2.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
100,67.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
92,47.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,50.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,32.5,3.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
100,57.49999999999999,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,52.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,75.0,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
100,17.5,6.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
92,42.5,5.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
100,62.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
86,40.0,5.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
92,47.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
84,40.0,5.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
100,55.00000000000001,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
84,45.0,2.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
88,80.0,7.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
94,60.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,75.0,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,52.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,47.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,45.0,8.0,1,1,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I had previous failures and confidence is low.
94,42.5,8.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit assignments consistently. I had previous failures and confidence is low.
100,47.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,67.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,52.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,57.49999999999999,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
96,47.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
98,52.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,62.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,67.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,62.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
88,55.00000000000001,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
82,42.5,5.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
100,47.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
98,67.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
98,62.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,62.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,62.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,57.49999999999999,5.0,1,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
100,70.0,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
92,45.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,52.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,62.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
96,45.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
78,55.00000000000001,2.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,35.0,6.0,3,1,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
92,45.0,2.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,45.0,2.0,1,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
96,47.5,2.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,47.5,2.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
98,47.5,4.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
88,35.0,2.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
100,52.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
98,47.5,3.0,1,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
88,40.0,6.0,2,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
88,40.0,6.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
100,42.5,2.0,1,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
92,50.0,2.0,1,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
76,37.5,5.0,1,1,I attend most classes but still miss some sessions. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
96,45.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
90,45.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,42.5,4.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
100,67.5,2.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,70.0,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
100,52.5,10.0,1,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I had previous failures and confidence is low.
100,67.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,82.5,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
76,32.5,1.0,1,1,I attend most classes but still miss some sessions. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
84,65.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,45.0,10.0,1,1,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I had previous failures and confidence is low.
100,70.0,10.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
100,62.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,55.00000000000001,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
84,50.0,5.0,1,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
100,55.00000000000001,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,47.5,3.0,1,1,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
100,82.5,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,80.0,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
98,50.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
82,35.0,5.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
100,35.0,3.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
96,32.5,3.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
84,42.5,5.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
100,75.0,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,70.0,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
84,32.5,5.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
100,37.5,6.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
88,35.0,5.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
100,45.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,40.0,5.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
96,27.500000000000004,9.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments consistently. I have no previous failures.
96,40.0,5.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
100,72.5,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
98,67.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,47.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
90,45.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
98,55.00000000000001,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
84,42.5,3.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
100,50.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,40.0,5.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
100,72.5,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,57.49999999999999,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
78,50.0,5.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
84,67.5,9.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
78,62.5,2.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,55.00000000000001,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
84,47.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
90,50.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,50.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
98,52.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
96,45.0,3.0,3,1,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
96,57.49999999999999,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
84,42.5,5.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
100,70.0,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,52.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,52.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,87.5,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,62.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,67.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,45.0,4.0,2,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
92,55.00000000000001,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
94,52.5,2.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
90,67.5,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,47.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,40.0,5.0,3,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
100,52.5,2.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,60.0,3.0,1,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
100,47.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
88,47.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,60.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,17.5,3.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
96,50.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,50.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,40.0,2.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
100,10.0,2.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
92,42.5,3.0,3,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
82,30.0,4.0,2,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
88,37.5,3.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
92,42.5,2.0,3,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
84,25.0,5.0,2,1,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
82,40.0,3.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
76,47.5,1.0,1,1,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
84,52.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
84,47.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
84,47.5,5.0,1,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
92,42.5,5.0,1,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
100,47.5,2.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
92,42.5,3.0,1,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
96,35.0,5.0,2,1,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
100,35.0,2.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
100,35.0,2.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
100,52.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
90,37.5,6.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
100,40.0,6.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
94,32.5,5.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
100,45.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,42.5,3.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
94,37.5,5.0,2,1,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
96,62.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,57.49999999999999,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,62.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,90.0,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
94,85.0,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
100,87.5,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,22.5,6.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
84,52.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
90,62.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
92,62.5,2.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
92,40.0,5.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
100,57.49999999999999,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,12.5,6.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
96,47.5,4.0,1,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
100,12.5,2.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
